id,kaz_text,kaz_url,kaz_domain,kaz_topic,kaz_has_image,kaz_has_hyperlink,kaz_split,rus_text,rus_url,rus_domain,rus_topic,rus_has_image,rus_has_hyperlink,rus_split,eng_text,eng_url,eng_domain,eng_topic,eng_has_image,eng_has_hyperlink,eng_split,cmn_text,cmn_url,cmn_domain,cmn_topic,cmn_has_image,cmn_has_hyperlink,cmn_split
836,Архитектура ғимараттарды жобалау мен салуға қатысты. Белгілі бір жердің архитектурасы көбінесе өздігінен туристік көрнекті жер болып табылады.,https://en.wikivoyage.org/wiki/Architecture,wikivoyage,travel,yes,no,dev,Архитектура занимается проектированием и строительством зданий. Архитектура того или иного места зачастую сама по себе является туристической достопримечательностью.,https://en.wikivoyage.org/wiki/Architecture,wikivoyage,travel,yes,no,dev,Architecture is concerned with the design and construction of buildings. The architecture of a place is often a tourist attraction in its own right.,https://en.wikivoyage.org/wiki/Architecture,wikivoyage,travel,yes,no,dev,建筑学是一门研究建筑设计和建造的学科。一个地方的建筑往往本身就是旅游景点。,https://en.wikivoyage.org/wiki/Architecture,wikivoyage,travel,yes,no,dev
837,Көптеген ғимараттар қараңанңа өте әдемі және биік ғимараттан немесе амалын тауып орналастырылған терезеден ашылатын көрініс ерекше әдемілік әсерін сыйлайды.,https://en.wikivoyage.org/wiki/Architecture,wikivoyage,travel,yes,no,dev,"Многие здания довольно красивы, чтобы на них посмотреть, а вид с высокого здания или из умело расположенного окна может быть красивым для созерцания.",https://en.wikivoyage.org/wiki/Architecture,wikivoyage,travel,yes,no,dev,Many buildings are quite beautiful to look at and the view from a tall building or from a cleverly-positioned window can be a beauty to behold.,https://en.wikivoyage.org/wiki/Architecture,wikivoyage,travel,yes,no,dev,许多建筑物的外观都很漂亮，无论是从高楼上看去，还是从一个位置巧妙的窗口望出去，都会看到一幅美不胜收的景象。,https://en.wikivoyage.org/wiki/Architecture,wikivoyage,travel,yes,no,dev
838,"Сәулет қала құрылысы, азаматтық жобаларды жүзеге асыру, безендіру өнері, интерьер дизайны және ландшафтық дизайн сияқты басқа салалармен айтарлықтай сәйкес келеді.",https://en.wikivoyage.org/wiki/Architecture,wikivoyage,travel,yes,no,dev,"Архитектура в значительной степени пересекается с такими сферами, как градостроительство, гражданское строительство, декоративное искусство, дизайн интерьера и ландшафтный дизайн.",https://en.wikivoyage.org/wiki/Architecture,wikivoyage,travel,yes,no,dev,"Architecture overlaps considerably with other fields including urban planning, civil engineering, decorative arts, interior design and landscape design.",https://en.wikivoyage.org/wiki/Architecture,wikivoyage,travel,yes,no,dev,建筑与城市规划、土木工程、装饰艺术、室内设计和景观设计等领域有相当多的重叠之处。,https://en.wikivoyage.org/wiki/Architecture,wikivoyage,travel,yes,no,dev
839,"Пуэблолардың шалғай орналасқанын ескере отырып, Альбукеркеге немесе Санта Феге бармай қандай да бір түнгі өмірге енемін деп ойламаңыз.",https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,yes,dev,"Учитывая, как далеко расположены многие пуэбло, вы не найдете большого числа ночных заведений, не посетив Альбукерке или Санта-Фе.",https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,yes,dev,"Given how remote many of the pueblos are, you won't be able to find a significant amount of nightlife without traveling to Albuquerque or Santa Fe.",https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,yes,dev,鉴于许多普韦布洛人居住得非常偏远，你得前往阿尔伯克基或圣达菲才能享受到丰富的夜生活。,https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,yes,dev
840,"Алайда жоғарыда аталған казинолардың дерлік барлығында сусындар ұсынылады, ал олардың кейбіреулері ғана танымал брендтердің ойын-сауық түрлерін ұсынады (ең алдымен Альбукерке мен Санта-Фе айналасындағы ірі ойын-сауықтар).",https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,no,dev,"Однако почти во всех казино, перечисленных выше, подают напитки, а некоторые из них используют и различные виды развлечений от известных брендов (в первую очередь, это крупные компании, расположенные в непосредственной близости от Альбукерке и Санта-Фе).",https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,no,dev,"However, nearly all of the casinos listed above serve drinks, and several of them bring in name-brand entertainment (primarily the large ones immediately surrounding Albuquerque and Santa Fe).",https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,no,dev,然而，上面列出的几乎所有赌场都供应饮料，其中一些赌场还提供知名的娱乐活动（主要是紧邻阿尔伯克基和圣达菲的大型赌场）。,https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,no,dev
841,Сақ болыңыз: шағын қалалардағы барлар шет елдік келімсектерге қолайлы орын болмауы мүмкін.,https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,no,dev,"Остерегайтесь, бары в маленьких городах здесь не всегда являются хорошим местом времяпрепровождения для посетителей из-за пределов штата.",https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,no,dev,Beware: small-town bars here are not always good places for the out-of-state visitor to hang out.,https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,no,dev,注意：对来自其他州的游客而言，这里的小镇酒吧并不总是闲逛的好地方。,https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,no,dev
842,"Ең алдымен, Нью Мехикода мас күйде көлік жүргізуде айтарлықтай мәселелер бар және шағын қала барларының жанында мас жүргізушілердің концентрациясы жоғары.",https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,no,dev,"Прежде всего, на севере Нью-Мексико существует серьезная проблема вождения в нетрезвом состоянии, особенно много нетрезвых водителей ездят неподалеку от баров в маленьких городах.",https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,no,dev,"For one thing, northern New Mexico has significant problems with drunk driving, and the concentration of intoxicated drivers is high close to small-town bars.",https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,no,dev,首先，新墨西哥州北部有严重的酒驾问题，并且小镇酒吧附近的司机酒驾的比例很高。,https://en.wikivoyage.org/wiki/New_Mexico_Pueblos,wikivoyage,travel,yes,no,dev
843,Қалаусыз қабырғаға салынған суреттер немесе жазулар граффити болып табылады.,https://en.wikivoyage.org/wiki/Murals_and_graffiti,wikivoyage,"travel, art",yes,no,dev,Нежелательные настенные рисунки или небрежные надписи известны как граффити.,https://en.wikivoyage.org/wiki/Murals_and_graffiti,wikivoyage,"travel, art",yes,no,dev,Unwanted murals or scribble is known as graffiti.,https://en.wikivoyage.org/wiki/Murals_and_graffiti,wikivoyage,"travel, art",yes,no,dev,擅自绘制的壁画或乱写乱涂被称为涂鸦。,https://en.wikivoyage.org/wiki/Murals_and_graffiti,wikivoyage,"travel, art",yes,no,dev
844,"Бұл заманауи құбылыстан мүлде алыс болғанымен, көптеген адамдар оны жастардың қоғамдық орындарды немесе жеке мүлікті спрей бояуды қолданып қасақана бүлдіруімен байланыстырады.",https://en.wikivoyage.org/wiki/Murals_and_graffiti,wikivoyage,"travel, art",yes,no,dev,"Хотя это далеко не современное явление, большинство людей, скорее всего, считают это вандализмом молодёжи государственной и частной собственности с использованием аэрозольной краски.",https://en.wikivoyage.org/wiki/Murals_and_graffiti,wikivoyage,"travel, art",yes,no,dev,"While it's far from a modern phenomenon, most people probably associate it with youth vandalizing public and private property using spray paint.",https://en.wikivoyage.org/wiki/Murals_and_graffiti,wikivoyage,"travel, art",yes,no,dev,尽管这绝不是现代才出现的现象，但大多数人很可能会将其与年轻人使用喷漆破坏公共和私有财产联系起来。,https://en.wikivoyage.org/wiki/Murals_and_graffiti,wikivoyage,"travel, art",yes,no,dev
845,"Дегенмен қазіргі таңда атақты граффити суретшілері, граффити іс-шаралары және ""рұқсат"" етілген арнайы алаңдар бар. Осы тұрғыдан алса, граффити суреттері оқылмайтын бейнелерден гөрі көркем шығармаға ұқсайды.",https://en.wikivoyage.org/wiki/Murals_and_graffiti,wikivoyage,"travel, art",yes,no,dev,"Однако в настоящее время существуют признанные граффити-художники, граффити-мероприятия и ""легальные"" стены. Изображения граффити в этом контексте часто напоминают произведения искусства, а не неразборчивые надписи.",https://en.wikivoyage.org/wiki/Murals_and_graffiti,wikivoyage,"travel, art",yes,no,dev,"However, nowadays there are established graffiti artists, graffiti events and ""legal"" walls. Graffiti paintings in this context often resemble artworks rather than illegible tags.",https://en.wikivoyage.org/wiki/Murals_and_graffiti,wikivoyage,"travel, art",yes,no,dev,然而，如今已经有了成熟的涂鸦艺术家、涂鸦活动和“合法”涂鸦墙。在这种背景下创作的涂鸦绘画往往更类似于艺术品，而非难以辨认的标签。,https://en.wikivoyage.org/wiki/Murals_and_graffiti,wikivoyage,"travel, art",yes,no,dev
846,Бумеранг лақтыру көптеген туристер игеріп алғысы келетін атақты дағды болып табылады.,https://en.wikivoyage.org/wiki/Indigenous_Australian_culture,wikivoyage,travel,yes,no,dev,Метание бумеранга является популярным умением. Множество туристов хотят научиться метать бумеранг.,https://en.wikivoyage.org/wiki/Indigenous_Australian_culture,wikivoyage,travel,yes,no,dev,Boomerang throwing is a popular skill that many tourists want to acquire.,https://en.wikivoyage.org/wiki/Indigenous_Australian_culture,wikivoyage,travel,yes,no,dev,投掷回旋镖是很多游客都想学会的一项热门技能。,https://en.wikivoyage.org/wiki/Indigenous_Australian_culture,wikivoyage,travel,yes,no,dev
847,"Егер сіз өзіңіздің қолыңызға қайта оралатын бумерангты лақтырып үйренуді қаласаңыз, қайтып оралуға лайықты бумеранг бар екеніне көз жеткізіңіз.",https://en.wikivoyage.org/wiki/Indigenous_Australian_culture,wikivoyage,travel,yes,no,dev,"Если вы хотите научиться бросать бумеранг, который возвращается вам в руки, убедитесь, что у вас есть подходящий для возвращения бумеранг.",https://en.wikivoyage.org/wiki/Indigenous_Australian_culture,wikivoyage,travel,yes,no,dev,"If you want to learn throwing a boomerang that comes back to your hand, make sure you have a suitable boomerang for returning.",https://en.wikivoyage.org/wiki/Indigenous_Australian_culture,wikivoyage,travel,yes,no,dev,如果你想学掷回力镖，让它飞出去之后能飞回手中，请务必使用可以飞回的合适的回力镖。,https://en.wikivoyage.org/wiki/Indigenous_Australian_culture,wikivoyage,travel,yes,no,dev
848,Австралияда ұсынылған көптеген бумерангтар шын мәнінде қйтып келмейтіндерге жатады. Үйренбеген адамдар үшін оны желді күнде лақтырмаған жөн.,https://en.wikivoyage.org/wiki/Indigenous_Australian_culture,wikivoyage,travel,yes,no,dev,"Большинство бумерангов, имеющихся в Австралии, по сути, невозвратные. Новичкам лучше не стоит пытаться бросать бумеранг в ветреную погоду.",https://en.wikivoyage.org/wiki/Indigenous_Australian_culture,wikivoyage,travel,yes,no,dev,Most boomerangs available in Australia are in fact non-returning. It is best for beginners to not try throwing in windy,https://en.wikivoyage.org/wiki/Indigenous_Australian_culture,wikivoyage,travel,yes,no,dev,实际上，澳大利亚市面上的大多数回旋镖都飞不回来。初学者最好不要尝试在大风中投掷回旋镖,https://en.wikivoyage.org/wiki/Indigenous_Australian_culture,wikivoyage,travel,yes,no,dev
849,Ханги асы жердегі шұңқырда әзірленеді. Бұл шұңқыр қыздырылады.,https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev,"Ханги готовится в горячей яме, вырытой в земле.",https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev,A Hangi Meal is cooked in a hot pit in the ground.,https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev,Hangi 指的是烧窑美食。,https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev
850,Шұңғыр отқа қыздырылған ыстық тастардың көмегімен қыздырылады немесе кей жерлердегі геотермальді қызу жерді табиғи түрде ысытады.,https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev,"Яма обогревается раскалёнными камнями от костра, или в некоторых местах геотермальное тепло делает участки земли горячими естественным образом.",https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev,"The pit is either heated with hot stones from a fire, or in some places geothermal heat makes areas of ground naturally hot.",https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev,坑洞通过用火烧过的石头加热，在某些地方则是利用地热使地面自然变热。,https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev
851,Ханги көбінесе дәстүрлі қуыру стилінде кешкі ас дайындау үшін қолданылады.,https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev,"Ханги часто используются, чтобы приготовить традиционный ужин в стиле жаркого.",https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev,The hangi is often used to cook a traditional roast style dinner.,https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev,石头火锅经常用于烹饪传统的烤肉大餐。,https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev
852,"Роторуадағы бірнеше орындар геотермальды хангиді ұсынады, ал басқа хангиді Крайстчерч, Веллингтон қалаларында және басқа да орындарда татып көруіңізге болады.",https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev,"Несколько заведений в Роторуа предлагают ханги, приготовленные в геотермальных источниках, в то время как прочие виды ханги можно попробовать в Крайстчерче, Веллингтоне и других местах.",https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev,"Several places in Rotorua offer geothermal hangi, while other hangi can be sampled in Christchurch, Wellington and elsewhere.",https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev,罗托鲁瓦有几个地方提供地热窑烤 (hangi)，而在克赖斯特彻奇、惠灵顿和其他地方也可以品尝到其他做法的毛利窑烤。,https://en.wikivoyage.org/wiki/Maori_culture,wikivoyage,"travel, culture",yes,no,dev
853,MetroRail-дың Кейптаун қаласы ішінде және оның маңына қатынайтын пойыздарының екі классы бар: MetroPlus (сондай-ақ ол бірінші класс деп аталады) және Metro (үшінші класс деп аталады).,https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,wikivoyage,"travel, commute",yes,yes,dev,"В Кейптауне и его окрестностях есть два класса пригородных поездов MetroRail: ""MetroPlus"" (также именуемый первым классом) и ""Metro"" (третий класс).",https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,wikivoyage,"travel, commute",yes,yes,dev,MetroRail has two classes on commuter trains in and around Cape Town: MetroPlus (also called First Class) and Metro (called Third Class).,https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,wikivoyage,"travel, commute",yes,yes,dev,开普敦城内和绕城的通勤火车上有 MetroRail 车厢，MetroRail 有两个等级：MetroPlus（也叫头等舱）和Metro（也叫三等舱）。,https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,wikivoyage,"travel, commute",yes,yes,dev
854,"MetroPlus ыңғайлы және адамдары көп емес, ал бағасы қымбатырақ көрінгенімен, Еуропадағы қарапайым метро билеттеріне қарағанда арзанырақ.",https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,wikivoyage,"travel, commute",yes,yes,dev,"Класс ""MetroPlus"" более комфортабельный и в нем меньше пассажиров, но он немного дороже, хотя его стоимость всё равно дешевле, чем цена обычных билетов на метро в Европе.",https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,wikivoyage,"travel, commute",yes,yes,dev,"MetroPlus is more comfortable and less crowded but slightly more expensive, though still cheaper than normal metro tickets in Europe.",https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,wikivoyage,"travel, commute",yes,yes,dev,MetroPlus 更舒适，也没那么拥挤，但稍微贵了一点，即便如此还是比欧洲的普通地铁票便宜。,https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,wikivoyage,"travel, commute",yes,yes,dev
855,Әрбір пойызда MetroPlus және Metro вагондары бар; MetroPlus вагондары әрқашанда Кейптаунға  жақын болған пойыздың соңында болады.,https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,wikivoyage,"travel, commute",yes,yes,dev,"Вагоны MetroPlus и Metro имеются в каждом поезде. Вагоны первого вида всегда находятся в конце поезда, ближайшем к Кейптауну.",https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,wikivoyage,"travel, commute",yes,yes,dev,Every train has both MetroPlus and Metro coaches; the MetroPlus coaches are always on the end of the train nearest Cape Town.,https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,wikivoyage,"travel, commute",yes,yes,dev,每列火车都有 MetroPlus 和 Metro 车厢；前者总是在火车靠近开普敦的那一端。,https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,wikivoyage,"travel, commute",yes,yes,dev
856,"Басқа адамдар үшін тасымалдау - өз сөмкелеріңізді ешқашан көзден таса қылмаңыз, әсіресе халықаралық шекаралардан өткен кезде.",https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,"Ношение вещей за других. Никогда не оставляйте свои сумки без присмотра, особенно при пересечении международных границ.",https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,"Carrying for others - Never let your bags out of your sight, especially when you are crossing international borders.",https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,为他人携带物品——千万不要让行李离开你的视线，尤其是在出入境时。,https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev
857,"Сіз білместен есірткі тасушы ретінде пайдаланылып жатқаныңызды анықтауыңыз мүмкін, бұл сізді үлкен қиындыққа әкеледі.",https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,"Вы можете заиметь себе большие проблемы, если вас используют в качестве перевозчика наркотиков без вашего ведома.",https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,"You could find yourself being used as a drug carrier without your knowledge, which will land you in a great deal of trouble.",https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,你可能会发现自己被人利用，在不知情的情况下成了一个运毒者，这会让你陷入很大的麻烦。,https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev
858,"Бұл сонымен қатар кезекте тұруды да қамтиді, өйткені  кез келген уақытта ескертусіз есірткі іздейтін иттер өолданылуы мүмкін.",https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,"Это подразумевает ожидание в очереди в то время, как собаки, обнаруживающие наркотики, могут быть задействованы в любое время без какого-либо предварительного уведомления.",https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,"This includes waiting in line, as drug-sniffing dogs could be used at any time without notice.",https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,这包括排队等候，因为随时都可能在没有事先通知的情况下使用缉毒犬。,https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev
859,Кейбір елдерде тіпті бірінші рет жасаған заңбұзушылықтар үшін  өте қатал жаза қолданылады; бұл 10 жылдан астам қамауды немесе өлім жазасын білдіруі мүмкін.,https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,"Некоторые страны имеют чрезмерно драконовские наказания даже за преступления, совершенные в первый раз; они могут включать приговоры более 10 лет или смертную казнь.",https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,Some countries have exceedingly draconian punishments even for first time offenses; these can include prison sentences of over 10 years or death.,https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,有些国家/地区甚至对初犯也会判以极其严厉的处罚；处罚可能包括 10 年以上的监禁或死刑。,https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev
860,"Қараусыз сөмкелер ұрлық нысаны болады, сонымен қатар бомба жарылысынан қауіптенетін билік органдарының назарын аударуы мүмкін.",https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,"Оставленный без присмотра багаж представляет собой мишень для воров, а также может привлечь внимание органов безопасности, которые опасаются угрозы теракта.",https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,Unattended bags are a target for theft and can also attract attention from authorities wary of bomb threats.,https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev,无人看管的袋子不仅是窃贼的目标，还会被当成炸弹威胁，引起当局的警惕和关注。,https://en.wikivoyage.org/wiki/Stay_safe,wikivoyage,"travel, safety",no,yes,dev
861,"Үйде, жергілікті бактериялардың тұрақты әсеріне байланысты, оларға иммунитетіңіздің бар болу ықтималдығы өте жоғары болады.",https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,"Дома на вас постоянного воздействуют местные микробы, следовательно вероятность того, что вы уже выработали к ним иммунитет, очень высока.",https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,"At home, due to this constant exposure to the local germs, odds are very high that you're already immune to them.",https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,在家时，由于会经常接触当地病菌，你极易对其产生免疫力。,https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev
862,Бірақ бактериологиялық фаунасы сіз үшін жаңа әлемнің басқа бөліктерінде сізде мәселелердің болуы ықтималдығы жоғарырақ.,https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,"Но в других частях мира, где бактериальная фауна для вас нова, вероятность столкнуться с проблемами у вас значительно выше.",https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,"But in other parts of the world, where the bacteriological fauna are new to you, you're far more likely to run into problems.",https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,但在从来没有过细菌群的世界其他地方，你遇到问题的可能性要大得多。,https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev
863,Сонымен қатар жылы климатта бактериялар тезірек өседі және денеден тыс ұзағырақ өмір сүреді.,https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,"Кроме того, в более теплом климате бактерии быстрее растут и дольше выживают вне организма.",https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,"Also, in warmer climates bacteria both grow more quickly and survive longer outside the body.",https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,而且，在温暖的气候下细菌既可以快速繁殖，又可以在体外存活更久。,https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev
864,"Осылайша Дели Белли жазалары, перғауынның қарғысы, Монтесуманың кегі және олардың көптеген достары болады.",https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,"Отсюда такие напасти, как ""делийский живот"", ""проклятье фараона"", ""месть Монтесумы"", и их многочисленные друзья.",https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,"Thus the scourges of Delhi Belly, the Pharaoh's Curse, Montezuma's Revenge, and their many friends.",https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,于是“德里腹泻”、”法老的诅咒”和“蒙特祖玛的复仇”之类的灾祸就出现了。,https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev
865,"Суығырақ климаттардағы респираторлық мәселелер сияқты, ыстық климаттардағы ішек мәселелері айтарлықтай жиі кездеседі және жағдайлардың көпшілігінде ашуландырады, бірақ іс жүзінде қауіпті емес.",https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,"Если респираторные заболевания распространены в холодном климате, то в жарком климате довольно распространены кишечные заболевания, и в большинстве случаев они очень неприятны, но не представляют особой опасности.",https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,"As with respiratory problems in colder climates, intestinal problems in hot climates are fairly common and in most cases are distinctly annoying but not really dangerous.",https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev,正如寒冷气候易发呼吸道问题，炎热气候也极易引发肠道问题。在绝大多数情况下，肠道问题会令人显著不适，但并非十分危险。,https://en.wikivoyage.org/wiki/Travellers%27_diarrhea,wikivoyage,"travel, safety",no,no,dev
866,"Егер сіз дамушы елде немесе әлемнің жаңа бөлігінде алғаш рет саяхаттап жатсаңыз, ықтимал мәдени шокты жете бағалаңыз.",https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,no,dev,"Путешествуя впервые по одной из развивающихся стран или попадая в ту часть света, где вы раньше не бывали, будьте готовы в возможному сильному  культурному потрясению.",https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,no,dev,If traveling in a developing country for the first time – or in a new part of the world – don't underestimate the potential culture shock.,https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,no,dev,如果你第一次去发展中国家旅行，或者去一个陌生的地方旅行，千万不要低估可能出现的文化冲击。,https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,no,dev
867,"Көп тұрақты, қабілетті саяхатшыларды көп шағын мәдение өзгерістер тез жиналуы мүмкін дамып келе жатқан әлемдік саяхаттың жаңалығы абдыратты.",https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,no,dev,"Многие уравновешенные и способные путешественники не справились с новизной путешествий по развивающимся странам, где множество мелких культурных изменений могут быстро накапливаться.",https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,no,dev,"Many a stable, capable traveler has been overcome by the newness of developing world travel, where many little cultural adjustments can add up quickly.",https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,no,dev,许多情绪稳定、能力较强的旅客都曾被在发展中国家旅行的新问题所吓倒，在那里，需要迅速适应接踵而至的许多细微文化差异。,https://en.wikivoyage.org/wiki/Travel_in_developing_countries,wikivoyage,"travel, safety",no,no,dev
